SMSA	PLINE	PERSON	HERE	PQOTHNR	PQSALNR	PQSELFNR	PQALIM	PQDIV	PQINT	PQOTHER	PQRENT	PQRETIR	PQSAL	PQSELF	PQSS	PQSSI	PQWELF	PQWKCMP	RNTDUE	LODRNT	FOOD	LODSTA	WLINEQ	MOVM	MOVE	TEN	MVG	PHEAR	PSEE	PMEMRY	PWALK	PCARE	PERRND	CITSHP	JITSHP	NATVTY	REL	AGE	SEX	MAR	PAR	GRAD	SPOS	SPAN	JREL	JAGE	JSEX	JMAR	JPAR	JSPAN	JGRAD	JSPOS	FAMNUM	FAMTYP	FAMREL	INUSYR	JATVTY	JNUSYR	JTEN	JMOVE	JMOVM	JMVG	JHERE	JPQSAL	JPQSELF	JPQINT	JPQSS	JPQSSI	JPQWELF	JPQRETIR	JPQALIM	JPQOTHER	JPQSALNR	JPQSLFNR	JPQOTHNR	JPQDIV	JPQRENT	JPQWKCMP	RACE	PVOTHER	JSAL	SAL	JRACE	JPVOTHER	CONTROL
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	5	2008	X	1	2	2	2	2	2	2	1	 	057	2	39	1	6	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	20000	 	 	000000017807
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1987	X	B	2	2	2	2	2	2	1	 	057	1	58	1	1	 	47	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	10000	2	175000	 	2	000000008694
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1987	 	B	2	2	2	2	2	2	1	 	057	20	56	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000008694
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1987	 	B	2	2	2	2	2	2	1	 	057	22	22	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000008694
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1987	 	B	2	2	1	1	1	1	1	 	057	22	25	2	6	1	36	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000008694
5560	5	5	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	1988	 	B	2	2	2	2	2	2	1	 	057	22	21	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000008694
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	2009	X	1	2	2	2	2	2	2	1	 	057	2	40	2	4	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	30000	 	 	000000017819
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	2	8	2008	X	1	2	1	2	2	2	2	1	 	057	2	57	1	4	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	14000	 	0	 	 	000000017820
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	2009	X	1	2	2	2	2	2	2	5	 	620	2	38	1	5	 	44	 	1	 	 	 	 	 	 	 	 	0	2	0	2001	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	2400	 	 	000000018950
5560	1	1	1	1	1	2	B	B	B	B	B	B	B	B	B	B	B	B	12	400	1	1	1	3	2009	 	2	2	2	2	2	2	2	1	 	057	34	46	1	6	 	39	 	1	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	4000	 	4000	1	 	000000017824
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	1	1	2	 	 	B	B	2	11	2008	X	1	2	2	1	1	2	1	4	 	383	2	41	2	6	 	41	 	2	 	 	 	 	 	 	 	 	0	2	0	1976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	8338	 	0	 	 	000000017824
5560	3	3	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	2	2	11	2008	 	1	2	2	2	2	2	2	1	 	057	34	43	2	4	 	44	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	05	0	 	5000	 	 	000000017824
5560	1	1	B	B	B	B	1	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	2006	X	1	2	2	2	2	2	2	1	 	057	1	38	2	6	 	40	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	1200	 	1500	 	 	000000017826
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	8	2006	 	1	2	2	2	2	2	B	1	 	057	22	13	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017826
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	8	2006	 	1	2	2	2	2	2	B	1	 	057	22	8	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017826
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	1	9	1984	X	B	2	2	2	2	2	2	1	 	057	2	70	1	4	 	40	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	2400	 	0	 	 	000000017829
5560	1	1	B	B	B	B	2	2	2	2	1	2	2	2	1	2	2	2	 	 	B	B	2	4	1971	X	B	2	2	2	2	2	2	1	 	057	1	69	1	1	 	32	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	9700	 	0	 	 	000000017830
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	2	 	 	B	B	2	4	1971	X	B	2	1	1	1	1	1	1	 	057	20	64	2	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	8400	 	0	 	 	000000017830
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	2007	X	1	2	2	2	2	2	2	1	 	057	2	27	2	6	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	70000	 	 	000000017838
5560	2	2	2	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	2	1	2005	X	B	2	2	2	2	2	2	1	 	057	36	27	2	6	 	46	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	2	2	2	 	 	 	01	0	2	5000	 	 	000000017838
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	2008	X	1	2	2	2	2	2	2	1	 	057	2	24	1	6	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000017839
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	5	2009	X	1	2	2	2	2	2	2	1	 	057	2	26	2	6	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	50000	 	 	000000017841
5560	1	1	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	2005	X	1	2	2	2	2	2	2	1	 	057	1	40	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	310	2	140000	 	2	000000017842
5560	2	2	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	2005	X	1	2	2	2	2	2	2	1	 	057	20	36	2	1	 	44	1	2	 	 	1	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	21200	2	90000	 	2	000000017842
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	12	2005	 	1	2	2	B	B	B	B	1	 	057	22	3	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000017842
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	3	2008	 	B	2	2	B	B	B	B	1	 	057	22	1	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000017842
5560	1	1	B	B	B	B	2	1	1	2	2	2	1	1	2	2	2	2	 	 	B	B	1	10	2001	 	B	2	2	2	2	2	2	1	 	057	20	41	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	14600	2	40000	 	2	000000017844
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	2001	X	B	2	2	2	2	2	2	1	 	057	1	35	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	70000	 	 	000000017844
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	2	 	 	B	B	2	10	2008	 	1	2	2	2	2	2	2	1	 	057	25	59	1	4	 	36	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	7500	 	0	 	 	000000017846
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	10	2008	X	2	2	2	2	2	2	2	1	 	057	1	60	1	5	 	37	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017846
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	4	1977	X	B	2	2	2	2	2	2	1	 	057	1	67	2	3	 	34	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	5000	 	0	 	 	000000017847
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	2	 	 	B	B	2	4	1977	 	B	2	2	1	2	2	2	1	 	057	22	60	1	6	1	37	 	2	 	 	 	 	 	 	2	 	1	1	3	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	4500	 	0	 	 	000000017847
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	2009	X	1	2	2	2	2	2	2	1	 	057	2	31	2	6	 	44	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	26000	 	 	000000017853
5560	1	1	B	B	B	B	2	1	2	2	1	2	1	2	2	2	2	2	 	 	B	B	1	6	1993	X	B	2	2	2	2	2	2	1	 	057	2	60	1	6	 	45	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	7300	 	48000	 	 	000000017854
5560	2	2	1	2	2	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	2	2	8	2008	 	1	2	2	2	2	2	2	1	 	057	34	21	1	6	 	38	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017854
5560	3	3	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	2	1	6	1993	 	B	2	2	2	2	2	2	1	 	057	34	35	1	6	 	44	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	35000	 	 	000000017854
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	2009	X	1	2	2	2	2	2	2	1	 	057	2	43	2	2	 	38	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	25000	 	 	000000017855
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	3	2005	 	B	2	2	2	1	2	2	1	 	057	20	41	2	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000017856
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	1	3	2005	X	B	2	2	2	2	2	2	1	 	057	1	55	1	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	17500	 	0	 	 	000000017856
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	1996	X	B	2	2	2	2	2	2	1	 	057	1	51	2	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	4	3000	 	 	000000017858
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	1996	X	B	2	2	2	2	2	2	1	 	057	20	55	1	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	22000	 	 	000000017858
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	2009	X	1	2	2	2	2	2	2	5	 	314	1	44	1	6	 	37	 	1	 	 	 	 	 	 	 	 	1	1	1	1999	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000017861
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	2009	 	1	2	2	2	2	2	2	5	 	314	26	27	1	6	 	37	 	1	 	 	 	 	 	 	 	 	1	1	4	1999	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000017861
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	2009	 	1	2	2	2	2	2	2	5	 	314	26	28	1	6	 	37	 	1	 	 	 	 	 	 	 	 	1	1	4	1999	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000017861
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	2009	 	1	2	2	2	2	2	2	5	 	314	26	40	1	6	 	37	 	1	 	 	 	 	 	 	 	 	1	1	4	1999	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000017861
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	12	2005	X	1	2	2	2	2	2	2	1	 	057	1	52	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	20000	 	 	000000017862
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	1	 	 	B	B	2	12	2005	 	1	2	2	2	1	2	1	1	 	057	20	53	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	8400	 	0	 	 	000000017862
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	5	2009	X	1	2	2	2	2	2	2	5	 	313	2	39	1	6	 	31	 	1	 	 	 	 	 	 	 	 	0	2	0	2007	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	10000	 	 	000000017863
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	1	 	 	B	B	2	6	2002	X	B	2	2	2	2	2	2	1	 	057	2	44	1	6	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	8900	 	0	 	 	000000017865
5560	1	1	B	B	B	B	2	1	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	1999	X	B	2	2	2	2	2	2	1	 	057	1	64	2	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	13075	 	0	 	4	000000008707
5560	2	2	B	B	B	B	2	1	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	1999	X	B	2	2	2	2	2	2	1	 	057	20	62	1	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	13075	 	0	 	4	000000008707
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1997	X	B	2	2	2	2	2	2	1	 	057	1	61	2	4	 	42	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	35000	 	 	000000017869
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	2003	 	B	2	2	2	2	2	2	1	 	057	22	41	1	4	1	40	 	2	 	 	 	 	 	 	 	 	2	3	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	32000	 	 	000000017869
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	10	2003	 	B	2	2	1	2	1	1	1	 	057	23	20	2	6	2	34	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017869
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	10	2003	 	B	2	2	2	2	2	2	1	 	057	23	18	2	6	2	37	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017869
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	10	2003	 	B	2	2	2	2	2	2	1	 	057	23	15	2	6	2	34	 	2	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017869
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	2	2008	X	1	2	2	2	2	2	2	1	 	057	1	27	2	6	 	40	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017871
5560	2	2	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	1	2	2008	X	2	2	2	2	2	2	2	1	 	057	32	25	1	6	 	39	 	2	1	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	480	 	 	000000017871
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2008	 	2	2	2	2	2	2	B	1	 	057	26	6	2	B	 	 	 	2	1	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017871
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2008	 	2	2	2	2	2	2	B	1	 	057	22	5	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017871
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2008	 	2	2	2	B	B	B	B	1	 	057	22	3	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017871
5560	6	6	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2008	 	2	2	2	B	B	B	B	1	 	057	22	1	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017871
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	11	2006	 	1	2	2	2	2	2	2	5	 	215	20	17	2	1	 	47	2	2	 	 	 	 	 	 	 	 	1	1	2	2006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	04	0	2	13000	 	 	000000017872
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	 	11	2006	X	1	2	2	2	2	2	2	5	 	215	1	27	1	1	 	39	1	2	 	2	 	 	 	 	2	 	1	1	1	2006	 	 	 	1	2	1	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	04	0	2	22000	 	 	000000017872
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	4	2009	X	1	2	2	2	2	2	2	1	 	057	1	25	2	6	 	37	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	0	 	 	000000017874
5560	2	2	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	2	2	2	B	1	 	057	22	9	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017874
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	2	2	2	B	1	 	057	25	6	2	B	 	 	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017874
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	B	B	B	B	1	 	057	25	3	1	B	 	 	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017874
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	4	2009	 	1	2	2	B	B	B	B	1	 	057	22	2	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017874
5560	6	6	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	2009	 	1	2	2	B	B	B	B	1	 	057	25	1	1	B	 	 	 	2	 	 	 	 	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	 	 	 	 	 	000000017874
5560	1	1	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	1	2009	X	1	2	2	2	2	2	2	1	 	057	2	53	2	6	 	46	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	25	2	20000	 	2	000000017875
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	2009	X	1	2	2	2	2	2	2	1	 	057	2	25	1	6	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	25000	 	 	000000017876
5560	2	2	1	2	1	2	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	1	4	2009	X	1	2	2	2	2	2	2	1	 	057	38	24	2	6	 	44	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	20000	 	 	000000017876
5560	1	1	B	B	B	B	2	2	2	2	1	2	1	2	2	2	2	2	 	 	B	B	1	12	2002	X	B	2	2	2	2	2	2	1	 	057	2	38	1	6	 	46	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	01	7200	 	135000	 	 	000000017877
5560	1	1	1	1	1	2	B	B	B	B	B	B	B	B	B	B	B	B	1	525	2	1	1	8	2009	 	2	2	2	2	2	2	2	1	 	057	34	28	2	6	 	46	 	2	 	 	 	 	 	 	 	 	0	5	0	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	44000	 	44000	 	 	000000017878
