SMSA	PLINE	PERSON	HERE	PQOTHNR	PQSALNR	PQSELFNR	PQALIM	PQDIV	PQINT	PQOTHER	PQRENT	PQRETIR	PQSAL	PQSELF	PQSS	PQSSI	PQWELF	PQWKCMP	RNTDUE	LODRNT	FOOD	LODSTA	WLINEQ	MOVM	MOVE	TEN	MVG	PHEAR	PSEE	PMEMRY	PWALK	PCARE	PERRND	CITSHP	JITSHP	NATVTY	REL	AGE	SEX	MAR	PAR	GRAD	SPOS	SPAN	JREL	JAGE	JSEX	JMAR	JPAR	JSPAN	JGRAD	JSPOS	FAMNUM	FAMTYP	FAMREL	INUSYR	JATVTY	JNUSYR	JTEN	JMOVE	JMOVM	JMVG	JHERE	JPQSAL	JPQSELF	JPQINT	JPQSS	JPQSSI	JPQWELF	JPQRETIR	JPQALIM	JPQOTHER	JPQSALNR	JPQSLFNR	JPQOTHNR	JPQDIV	JPQRENT	JPQWKCMP	RACE	PVOTHER	JSAL	SAL	JRACE	JPVOTHER	CONTROL
5560	2	2	B	B	B	B	2	1	1	2	2	2	2	2	2	2	2	2	 	 	B	B	2	7	1987	X	B	2	2	2	2	2	2	1	 	057	1	62	1	3	 	44	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	11600	 	0	 	2	000000002784
5560	3	3	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1987	 	B	2	2	2	2	2	2	1	 	057	22	28	2	6	2	47	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	10	 	70000	 	 	000000002784
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	12	1986	X	B	2	2	2	2	2	2	4	 	379	1	63	1	1	 	46	2	2	 	 	 	 	 	 	 	 	1	1	1	1972	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	01	0	 	262070	 	 	000000002788
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	1	2	2	2	2	 	 	B	B	1	12	1986	X	B	2	2	2	2	2	2	4	 	379	20	61	2	1	 	45	1	1	 	 	 	 	 	 	 	 	1	1	2	1973	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	20000	2	45000	 	 	000000002788
5560	1	1	B	B	B	B	2	1	1	2	2	2	2	2	1	2	2	2	 	 	B	B	2	6	1977	X	B	2	2	2	2	2	2	1	 	057	1	62	2	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	550	 	0	 	2	000000002790
5560	2	2	B	B	B	B	2	1	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1977	X	B	2	2	2	2	2	2	1	 	057	20	63	1	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1000	2	70000	 	2	000000002790
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1997	X	B	2	2	2	2	2	2	1	 	057	1	58	2	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	87000	 	 	000000002792
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1997	X	B	2	2	2	2	2	2	1	 	057	20	60	1	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	01	0	 	262070	 	 	000000002792
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	1	2	2	2	2	 	 	B	B	1	10	1995	X	B	2	2	2	2	2	2	1	 	057	1	76	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	20000	4	30000	 	4	000000002794
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	10	1995	X	B	2	2	2	2	2	2	1	 	057	20	72	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000002794
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	1989	X	B	2	2	2	2	2	2	1	 	057	1	52	2	1	 	43	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	1	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	87000	 	 	000000002796
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	1989	X	B	2	2	2	2	2	2	1	 	057	20	57	1	1	 	46	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	2	1	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	75000	 	 	000000002796
5560	3	3	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	18	2	6	1	39	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	22000	 	 	000000002796
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	8	1996	 	B	2	2	2	2	2	B	1	 	057	22	13	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002796
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	2005	 	B	2	2	2	2	2	2	3	 	610	20	67	2	1	 	44	2	1	 	 	 	 	 	 	 	 	1	1	2	1942	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	2	 	000000002803
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	2005	X	B	2	2	2	2	2	2	5	 	315	1	62	1	1	 	44	1	1	 	 	 	 	 	 	 	 	1	1	1	2005	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	100000	2	 	000000002803
5560	1	1	B	B	B	B	2	1	1	2	2	1	1	2	1	2	2	2	 	 	B	B	1	7	1989	X	B	2	2	2	2	2	2	1	 	057	1	66	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	01	4000	 	262070	 	4	000000002804
5560	2	2	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1989	X	B	2	2	2	2	2	2	1	 	057	20	52	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	150	 	262070	 	2	000000002804
5560	4	4	B	B	B	B	2	1	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	8	1989	 	B	2	2	2	2	2	2	1	 	057	22	20	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	150	 	3000	 	4	000000002804
5560	1	1	B	B	B	B	2	1	1	2	2	2	1	1	2	2	2	2	 	 	B	B	1	8	1998	X	B	2	2	2	2	2	2	1	 	057	2	49	1	4	 	39	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	70000	2	262070	 	2	000000002808
5560	1	1	B	B	B	B	1	2	1	2	2	2	1	1	2	2	2	2	 	 	B	B	1	1	2002	X	B	2	2	2	2	2	2	1	 	057	1	38	2	4	 	46	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	51258	 	24000	 	 	000000002812
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2002	 	B	2	2	2	2	2	B	1	 	057	22	8	1	B	1	 	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002812
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	9	2002	 	B	2	2	2	2	2	B	1	 	057	22	6	1	B	1	 	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002812
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	1	1	2	2	2	 	 	B	B	1	11	1995	X	B	2	2	2	1	1	1	1	 	057	1	67	1	1	 	46	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	51000	 	0	 	 	000000002814
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	11	1995	X	B	2	2	2	2	2	2	1	 	057	20	45	2	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	142000	 	 	000000002814
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	2	2	1992	 	B	2	2	2	2	2	2	1	 	057	22	17	1	6	1	38	 	1	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	16000	 	0	 	 	000000002814
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	11	1999	 	B	2	2	2	2	2	B	1	 	057	22	9	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002814
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	6	1998	X	B	2	2	2	2	2	2	1	 	057	1	44	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	2	 	 	 	 	 	 	 	 	 	2	2	 	01	0	2	60000	 	 	000000002819
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	1	2	2	2	2	 	 	B	B	1	6	1998	X	B	2	2	2	2	2	2	1	 	057	20	41	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	2	2	2	2	2	2	2	 	 	 	2	2	2	01	25000	2	30000	 	2	000000002819
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	1998	 	B	2	2	2	2	2	B	1	 	057	22	12	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002819
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2002	 	B	2	2	2	2	2	B	1	 	057	22	7	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002819
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	1	2003	 	B	2	2	2	2	2	B	1	 	057	22	6	2	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002819
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	2	 	 	B	B	2	8	1993	X	B	2	2	2	2	2	2	1	 	057	1	62	1	1	 	39	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	15000	 	0	 	4	000000002820
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	2	2	1	2	2	 	 	B	B	2	8	1993	 	B	2	2	2	2	2	2	1	 	057	20	59	2	1	 	39	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	9000	 	0	 	4	000000002820
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	8	1989	 	B	2	2	2	2	2	2	2	 	096	20	49	2	1	 	45	6	2	 	 	 	 	 	 	 	 	1	1	2	1965	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	04	0	 	0	 	 	000000002822
5560	6	6	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	1987	X	B	2	2	2	2	2	2	2	 	096	1	52	1	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	1	1966	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	04	30000	2	135000	 	2	000000002822
5560	7	7	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	2	8	1988	 	B	2	2	2	2	2	2	1	 	057	22	21	2	6	6	35	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	04	0	2	9600	 	 	000000002822
5560	8	8	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1991	 	B	2	2	2	2	2	2	1	 	057	22	18	1	6	6	38	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	04	0	 	0	 	 	000000002822
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1999	X	B	2	2	2	2	2	2	1	 	057	1	49	1	1	 	45	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	1	1	2	2	2	2	2	2	 	 	 	1	2	2	01	0	 	262070	 	 	000000002824
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	7	1999	X	B	2	2	2	2	2	2	1	 	057	20	41	2	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	 	40000	 	 	000000002824
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	2	2005	 	B	2	2	B	B	B	B	1	 	057	22	4	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002824
5560	4	4	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	6	2008	 	B	2	2	B	B	B	B	1	 	057	22	1	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002824
5560	1	1	B	B	B	B	2	2	2	2	2	1	2	1	1	2	2	2	 	 	B	B	1	12	1975	X	B	2	2	2	2	2	2	1	 	057	1	73	1	1	 	45	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	362598	 	0	 	 	000000002826
5560	2	2	B	B	B	B	2	2	2	2	2	1	1	2	1	2	2	2	 	 	B	B	1	12	1975	X	B	2	2	2	2	2	2	1	 	057	20	72	2	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	34000	 	10000	 	 	000000002826
5560	1	1	B	B	B	B	2	2	1	2	1	2	1	2	2	2	2	2	 	 	B	B	1	10	1982	X	B	2	2	2	2	2	2	1	 	057	1	58	2	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	19400	 	50000	 	 	000000002830
5560	2	2	B	B	B	B	2	2	1	2	2	2	2	1	2	2	2	2	 	 	B	B	1	10	1982	X	B	2	2	2	2	2	2	1	 	057	20	58	1	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	25000	 	0	 	 	000000002830
5560	3	3	B	B	B	B	2	2	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	10	2008	 	1	2	2	2	2	2	2	1	 	057	22	35	1	6	1	44	 	2	 	 	 	2	 	 	 	 	2	3	1	 	 	 	 	 	2	 	 	 	2	2	2	2	2	2	 	 	 	 	 	2	2	 	01	2	4	10598	 	4	000000002830
5560	5	5	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	5	2008	 	1	2	2	2	2	2	2	1	 	057	26	35	2	6	 	44	 	2	 	 	 	2	 	 	 	 	1	1	4	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	2	2	 	01	0	 	45000	 	 	000000002830
5560	6	6	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	5	2008	 	1	2	2	2	2	2	B	1	 	057	23	10	2	B	3	 	 	2	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002830
5560	7	7	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	5	2008	 	1	2	2	2	2	2	B	1	 	057	23	7	2	B	3	 	 	2	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002830
5560	1	1	B	B	B	B	2	2	2	2	2	1	1	2	2	2	2	2	 	 	B	B	1	4	1986	X	B	2	2	2	2	2	2	1	 	057	1	57	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	01	50000	 	262070	 	 	000000002832
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	4	1986	X	B	2	2	2	2	2	2	1	 	057	20	55	2	1	 	46	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	2	 	 	01	0	 	262070	 	 	000000002832
5560	3	3	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	6	1986	 	B	2	2	2	2	2	2	1	 	057	22	23	2	6	1	44	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000002832
5560	4	4	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	2	 	 	B	B	2	5	1989	 	B	2	2	2	2	2	2	1	 	057	22	20	1	6	1	40	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	0	 	 	000000002832
5560	5	5	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	9	1994	 	B	2	2	2	2	2	2	1	 	057	22	15	1	6	1	35	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002832
5560	1	1	B	B	B	B	2	2	1	2	2	2	2	2	1	2	2	2	 	 	B	B	2	12	1984	X	B	2	2	2	2	2	2	1	 	057	1	69	2	1	 	44	3	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	43316	 	0	 	4	000000002835
5560	3	3	B	B	B	B	2	2	1	2	2	2	2	2	1	2	2	2	 	 	B	B	2	12	1984	X	B	2	2	2	2	2	2	1	 	057	20	71	1	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	31683	 	0	 	4	000000002835
5560	1	1	B	B	B	B	2	1	1	2	1	2	2	2	1	2	2	2	 	 	B	B	1	2	1989	X	B	2	2	2	2	2	2	1	 	057	1	64	1	1	 	46	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	28400	 	0	 	2	000000002836
5560	2	2	B	B	B	B	2	1	1	2	1	2	2	2	1	2	2	2	 	 	B	B	2	2	1989	X	B	2	2	2	2	2	2	1	 	057	20	62	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	70198	 	0	 	2	000000002836
5560	1	1	B	B	B	B	2	1	1	2	2	1	2	2	1	2	2	1	 	 	B	B	2	2	1986	X	B	2	2	2	2	2	2	1	 	057	1	60	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	81000	 	0	 	2	000000002840
5560	2	2	B	B	B	B	2	2	2	2	2	1	1	2	2	2	2	2	 	 	B	B	1	2	1986	X	B	2	2	2	2	2	2	1	 	057	20	60	2	1	 	45	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1017	 	45000	 	2	000000002840
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	1	2	2	2	 	 	B	B	1	9	1980	X	B	2	2	2	2	2	2	1	 	057	1	80	1	1	 	40	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1462	 	0	 	 	000000002846
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1980	X	B	2	2	2	2	2	2	1	 	057	20	79	2	1	 	40	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	4	23611	 	 	000000002846
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	2	45	1	4	 	46	 	2	 	 	 	 	 	 	 	 	0	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	0	2	135000	 	 	000000002848
5560	1	1	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	1993	X	B	2	2	2	2	2	2	1	 	057	1	59	2	1	 	45	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	5000	 	42000	 	4	000000002851
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	8	1993	X	B	2	2	2	2	2	2	1	 	057	20	50	1	1	 	43	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	01	0	 	75000	 	 	000000002851
5560	1	1	B	B	B	B	2	2	2	2	2	2	2	2	2	2	2	1	 	 	B	B	2	10	2003	X	B	2	2	1	1	2	2	1	 	057	1	63	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	1710	 	0	 	 	000000002852
5560	2	2	B	B	B	B	2	2	2	2	2	2	2	1	2	2	2	2	 	 	B	B	1	10	2003	X	B	2	2	2	2	2	2	1	 	057	20	62	2	1	 	41	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	25000	 	0	 	 	000000002852
5560	1	1	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	2006	X	1	2	2	2	2	2	2	1	 	057	1	28	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	100000	 	 	000000002856
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	2006	X	1	2	2	2	2	2	2	1	 	057	20	29	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	2	2	2	2	2	2	2	2	2	 	 	 	2	2	2	01	0	2	87000	 	 	000000002856
5560	3	3	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	 	 	B	B	B	10	2009	 	B	2	2	B	B	B	B	1	 	057	22	0	1	B	1	 	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	 	 	 	 	 	000000002856
5560	1	1	B	B	B	B	2	1	1	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	1	37	1	1	 	44	2	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	01	5001	 	75000	 	2	000000002858
5560	2	2	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	3	2008	X	1	2	2	2	2	2	2	1	 	057	20	34	2	1	 	44	1	2	 	 	 	 	 	 	 	 	1	1	2	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	2	 	 	01	0	2	29000	 	 	000000002858
5560	2	2	B	B	B	B	1	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1992	X	B	2	2	2	2	2	2	1	 	057	1	45	2	4	 	40	 	2	 	 	 	 	 	 	 	 	1	1	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	2000	 	12000	 	 	000000002860
5560	3	3	B	B	B	B	2	2	2	2	2	2	1	2	2	2	2	2	 	 	B	B	1	9	1990	 	B	2	2	2	2	2	2	1	 	057	22	19	1	6	2	43	 	2	 	 	 	 	 	 	 	 	1	1	3	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	02	0	 	2000	 	 	000000002860
