SMSA	PERSON	PASS	TRAN	TIMEJ	DISTJ	WHHRW	WHHRB	AMPM	HJOB	VEHCL	WHDY	WHOME	WTIME	JTRAN	JVEHCL	JPASS	JTIMEJ	JDISTJ	JWTIME	JWHHRW	JWHHRB	JWHDY	CONTROL
5560	1	 	2	10	8	3	0	1	1	1	0	1	0800	 	 	 	 	 	 	 	 	 	000000018872
5560	2	 	1	30	15	 	0	1	1	1	B	2	0830	 	 	 	 	 	 	 	 	 	000000018872
5560	3	 	1	20	15	 	2	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000018872
5560	1	 	2	20	15	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000018874
5560	2	 	1	120	80	5	0	1	2	1	0	1	0800	 	 	 	 	 	 	 	 	 	000000018874
5560	1	 	1	30	3	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000019
5560	1	 	1	15	8	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000018876
5560	2	 	1	10	5	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000018876
5560	1	 	1	20	3	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000023
5560	2	 	1	10	5	 	0	1	1	1	B	2	0745	 	 	 	 	 	 	 	 	 	000000018877
5560	1	 	1	15	7	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000026
5560	1	 	1	10	5	 	0	1	1	1	B	2	0745	 	 	 	 	 	 	 	 	 	000000000030
5560	1	2	2	105	80	 	0	D	1	2	B	2	D	 	 	 	 	 	 	 	 	 	000000018879
5560	3	2	2	105	80	 	0	D	1	2	B	2	D	 	 	 	 	 	 	 	 	 	000000018879
5560	1	 	2	30	35	 	0	1	1	1	B	2	0515	 	 	 	 	 	 	 	 	 	000000018880
5560	2	 	1	20	22	 	40	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000018880
5560	1	 	2	2	0	 	7	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000036
5560	2	 	2	45	25	 	0	1	1	1	B	2	1000	 	 	 	 	 	 	 	 	 	000000000036
5560	1	 	1	25	20	45	0	1	1	1	4	1	1130	 	 	 	 	 	 	 	 	 	000000000038
5560	1	 	3	10	3	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000018882
5560	2	 	1	30	25	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000018882
5560	2	 	1	20	13	 	0	1	1	1	B	2	0745	 	 	 	 	 	 	 	 	 	000000000040
5560	1	 	1	25	15	 	0	2	1	1	B	2	0330	 	 	 	 	 	 	 	 	 	000000018883
5560	2	 	1	20	12	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000018883
5560	1	 	1	15	7	 	0	1	1	1	B	2	1100	 	 	 	 	 	 	 	 	 	000000018884
5560	1	 	1	30	10	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000000041
5560	2	 	2	20	10	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000000041
5560	1	 	2	10	6	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000018885
5560	1	 	1	15	6	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018886
5560	2	 	1	25	20	 	0	1	1	1	B	2	0430	 	 	 	 	 	 	 	 	 	000000018886
5560	1	 	1	25	9	 	0	1	1	1	B	2	0545	 	 	 	 	 	 	 	 	 	000000000044
5560	2	13	1	45	25	 	0	1	1	2	B	2	0545	 	 	 	 	 	 	 	 	 	000000000044
5560	3	 	1	16	9	 	0	1	1	1	B	2	1000	 	 	 	2	 	 	 	 	 	000000000044
5560	1	 	1	20	8	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000018887
5560	2	 	1	15	7	 	2	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000018887
5560	1	 	1	25	9	 	2	1	1	1	B	2	0915	 	 	 	 	 	 	 	 	 	000000000045
5560	2	 	1	8	3	 	0	1	1	1	B	2	0740	 	 	 	 	 	 	 	 	 	000000000045
5560	1	 	2	30	20	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018888
5560	1	 	1	15	5	 	0	2	1	1	B	2	0500	 	 	 	 	 	 	 	 	 	000000016908
5560	2	 	1	30	10	 	0	2	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000016908
5560	1	 	2	60	30	 	0	1	2	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000016902
5560	1	 	2	60	30	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000016898
5560	2	 	1	30	15	 	0	1	1	1	B	2	0800	 	 	 	 	2	 	 	 	 	000000016898
5560	3	 	1	30	15	 	0	1	1	1	B	2	1000	 	 	 	 	2	 	 	 	 	000000016898
5560	1	 	2	20	15	 	0	1	2	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000016890
5560	2	 	1	35	20	2	0	1	1	1	0	1	0700	 	 	 	 	 	 	 	 	 	000000016890
5560	1	2	2	15	10	4	0	1	1	2	0	1	0900	 	 	 	 	 	 	 	 	 	000000000046
5560	2	 	2	25	13	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000046
5560	1	 	1	25	10	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000000047
5560	2	 	1	15	10	5	0	2	1	1	0	1	0930	 	 	 	 	 	 	 	 	 	000000018890
5560	1	 	2	25	15	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000000048
5560	2	 	1	20	16	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000048
5560	1	 	12	996	996	 	18	B	1	B	B	2	B	 	 	 	1	1	 	 	 	 	000000018891
5560	1	2	2	60	20	 	40	1	2	2	B	2	0630	 	 	 	 	 	 	 	 	 	000000018892
5560	1	 	1	15	10	 	0	1	1	1	B	2	0745	 	 	 	 	 	 	 	 	 	000000018893
5560	2	 	1	20	15	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000018893
5560	1	 	2	20	15	 	2	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018894
5560	1	 	2	15	5	5	0	2	1	1	0	1	0300	 	 	 	 	 	 	 	 	 	000000000051
5560	1	 	1	10	4	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000000052
5560	3	 	1	10	4	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000000052
5560	2	 	2	30	20	 	0	1	1	1	B	2	0500	 	 	 	 	 	 	 	 	 	000000018896
5560	1	 	2	30	15	 	0	1	1	1	B	2	0330	 	 	 	 	 	 	 	 	 	000000000053
5560	1	 	1	30	15	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018898
5560	2	 	1	15	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018898
5560	1	 	12	996	996	 	30	B	2	B	B	2	B	 	 	 	1	1	 	 	 	 	000000000055
5560	2	 	3	7	2	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000055
5560	1	 	1	10	6	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000056
5560	3	 	1	10	5	 	0	2	1	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000000056
5560	1	 	3	7	9	 	0	2	1	1	B	2	0345	 	 	 	 	 	 	 	 	 	000000018900
5560	2	 	1	20	15	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000000057
5560	2	 	2	30	23	 	2	1	1	1	B	2	0530	 	 	 	 	2	 	 	 	 	000000018901
5560	1	 	2	10	8	 	0	1	1	1	B	2	0615	 	 	 	 	2	 	 	 	 	000000000058
5560	2	 	10	15	5	 	0	1	1	B	B	D	D	 	 	 	 	2	 	 	 	 	000000000058
5560	1	 	3	15	10	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000018902
5560	1	 	1	30	10	 	10	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000018903
5560	1	 	1	5	3	 	0	1	1	1	B	2	0240	 	 	 	 	 	 	 	 	 	000000000061
5560	2	 	1	30	20	 	0	1	1	1	B	2	0545	 	 	 	 	 	 	 	 	 	000000000061
5560	1	 	1	15	10	2	0	1	1	1	0	1	0800	 	 	 	 	 	 	 	 	 	000000000065
5560	3	 	1	15	11	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000000065
5560	1	 	1	15	20	 	0	2	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000000066
5560	2	 	2	35	25	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000066
5560	1	 	1	35	25	 	0	D	2	1	B	2	D	 	 	 	2	2	 	 	 	 	000000000067
5560	1	 	1	20	10	 	0	2	1	1	B	2	0330	 	 	 	 	 	 	 	 	 	000000009079
5560	1	 	1	20	10	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000009083
5560	1	 	1	17	8	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009085
5560	1	 	1	17	10	 	0	1	1	1	B	2	0400	 	 	 	 	 	 	 	 	 	000000009087
5560	1	 	1	25	9	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000009089
5560	3	 	1	35	45	 	0	1	1	1	B	2	0615	 	 	 	 	 	 	 	 	 	000000009097
5560	1	 	1	30	39	1	0	D	2	1	0	1	D	 	 	 	2	2	 	 	 	 	000000009101
5560	2	 	1	30	15	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000009101
5560	1	 	2	20	26	 	50	1	1	1	B	2	0640	 	 	 	 	1	 	 	 	 	000000009111
5560	1	 	1	5	6	 	0	1	1	1	B	2	R	 	 	 	2	4	 	 	 	 	000000009115
5560	1	 	1	10	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009118
5560	2	 	2	7	6	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000009118
5560	3	 	1	20	10	 	0	2	2	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000009118
5560	2	 	1	55	60	12	0	1	1	1	2	1	0645	 	 	 	 	 	 	 	 	 	000000009119
5560	6	 	2	10	5	 	0	2	1	1	B	2	0445	 	 	 	 	 	 	 	 	 	000000009121
5560	1	 	1	20	6	 	2	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000009122
5560	1	 	1	10	5	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000009123
5560	2	 	1	5	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009123
5560	3	 	1	15	12	 	2	1	1	1	B	2	1000	 	 	 	 	 	 	 	 	 	000000009123
5560	4	 	1	10	5	 	2	2	1	1	B	2	0200	 	 	 	 	 	 	 	 	 	000000009123
5560	1	 	1	20	10	 	0	2	1	1	B	2	0230	 	 	 	 	2	 	 	 	 	000000009124
5560	1	 	2	10	5	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000009127
5560	1	 	1	30	3	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009129
5560	2	 	1	15	2	 	0	2	1	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000009129
5560	1	2	1	120	80	 	0	1	1	2	B	2	0505	 	 	 	 	 	 	 	 	 	000000009131
5560	2	 	1	15	10	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000009131
5560	3	 	1	30	15	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000009131
5560	4	2	1	20	10	 	0	1	1	2	B	2	0830	 	 	 	 	 	 	 	 	 	000000009131
5560	7	 	1	20	10	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000009131
5560	8	2	1	45	20	 	0	1	1	2	B	2	0830	 	 	 	 	 	 	 	 	 	000000009131
5560	4	 	2	60	60	 	2	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000009133
5560	1	 	3	10	3	 	3	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000009134
5560	1	 	1	10	5	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000009135
5560	2	 	1	10	5	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000009135
5560	1	 	2	30	30	 	50	1	2	1	B	2	0930	 	 	 	 	 	 	 	 	 	000000008983
5560	1	 	2	15	7	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000009139
5560	1	 	1	15	6	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009140
5560	2	 	1	10	4	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000009140
5560	1	 	1	10	1	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000009142
5560	2	 	2	15	15	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009143
5560	1	 	1	15	15	 	0	D	2	1	1	1	D	 	 	 	 	2	 	 	 	 	000000009144
5560	1	 	1	30	30	 	0	1	1	1	B	2	0700	 	 	 	 	2	 	 	 	 	000000009145
5560	2	 	2	10	3	 	5	1	1	1	B	2	1000	 	 	 	 	 	 	 	 	 	000000009148
5560	1	 	1	15	5	 	0	1	1	1	B	2	0630	 	 	 	 	2	 	 	 	 	000000009149
5560	2	 	11	10	0	 	0	2	1	B	B	2	0245	 	 	 	 	 	 	 	 	 	000000009149
5560	1	 	2	15	6	 	0	1	1	1	B	2	0500	 	 	 	 	 	 	 	 	 	000000009150
5560	2	 	1	2	1	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000009150
5560	3	 	1	20	20	 	0	2	1	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000009150
5560	4	 	1	30	30	 	0	2	1	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000009150
5560	1	 	2	9	5	 	40	1	2	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000009153
5560	4	 	1	5	5	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000009153
5560	1	 	2	20	15	 	0	1	1	1	B	2	0430	 	 	 	 	 	 	 	 	 	000000009154
5560	2	 	1	20	20	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000009154
5560	1	 	2	10	10	 	8	1	1	1	B	2	0600	 	 	 	 	2	 	 	 	 	000000008984
5560	3	2	2	5	5	 	2	1	2	2	B	2	0530	 	 	 	2	2	 	 	 	 	000000008984
5560	4	 	1	3	1	 	2	1	1	1	B	2	D	 	 	 	 	 	 	 	 	 	000000008984
5560	5	2	2	30	10	 	2	1	2	2	B	2	0530	 	 	 	2	2	 	 	 	 	000000008984
5560	1	 	1	25	8	 	0	1	1	1	B	2	0430	 	 	 	 	 	 	 	 	 	000000000369
5560	2	 	1	30	12	 	2	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000369
5560	1	 	1	40	40	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000203
5560	4	 	1	20	20	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000203
5560	1	 	2	15	15	 	0	2	1	1	B	2	0130	 	 	 	 	 	 	 	 	 	000000000546
5560	2	 	2	15	7	 	0	1	1	1	B	2	0400	 	 	 	 	 	 	 	 	 	000000000205
5560	1	2	1	10	7	 	0	2	1	2	B	2	1200	 	 	 	 	 	 	 	 	 	000000000728
5560	2	2	1	10	7	 	0	2	1	2	B	2	1200	 	 	 	 	 	 	 	 	 	000000000728
5560	1	 	1	3	0	 	0	1	1	1	B	2	0750	 	 	 	 	 	 	 	 	 	000000000549
5560	1	 	2	8	5	 	1	1	1	1	B	2	0815	 	 	 	 	 	 	 	 	 	000000000737
5560	2	 	1	15	10	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000000737
5560	1	 	1	15	10	 	0	1	1	1	B	2	0730	 	 	 	 	2	 	 	 	 	000000000213
5560	2	 	1	30	10	 	0	1	1	1	B	2	0500	 	 	 	 	 	 	 	 	 	000000000758
5560	1	 	2	15	9	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000579
5560	2	 	1	10	4	 	0	2	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000579
5560	4	 	2	10	5	 	0	1	2	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000579
5560	1	2	1	40	25	 	0	1	1	2	B	2	0600	 	 	 	 	 	 	 	 	 	000000000769
5560	2	 	2	10	6	 	0	D	2	1	B	2	D	 	 	 	2	2	 	 	 	 	000000000769
5560	2	 	2	15	20	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000000416
5560	4	 	11	5	0	 	0	1	1	B	B	2	0730	 	 	 	 	1	 	 	 	 	000000000416
5560	4	 	1	20	15	 	0	2	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000000775
5560	1	 	2	30	5	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000251
5560	1	 	2	15	10	5	2	D	1	1	1	1	D	 	 	 	 	 	 	 	 	 	000000000601
5560	1	 	2	5	1	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000000262
5560	2	 	3	8	2	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000000262
5560	2	 	2	3	3	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000000795
5560	1	 	2	5	3	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000000281
5560	1	 	1	10	4	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001134
5560	2	3	2	30	12	 	0	1	1	2	B	2	0700	 	 	 	 	2	 	 	 	 	000000001138
5560	1	 	1	60	25	 	0	1	1	1	B	2	0530	 	 	 	 	 	 	 	 	 	000000001149
5560	1	3	1	30	35	 	0	1	1	2	B	2	0800	 	 	 	 	 	 	 	 	 	000000001157
5560	1	 	1	30	10	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001169
5560	1	2	1	40	25	 	0	1	2	2	B	2	0800	 	 	 	 	 	 	 	 	 	000000001174
5560	2	2	1	10	5	 	0	1	1	2	B	2	0730	 	 	 	 	 	 	 	 	 	000000001174
5560	3	2	1	40	25	 	0	1	2	2	B	2	0800	 	 	 	 	 	 	 	 	 	000000001174
5560	1	 	1	20	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001183
5560	5	 	1	30	10	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001183
5560	6	 	1	20	5	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001183
5560	1	 	12	996	996	 	40	B	2	B	B	2	B	 	 	 	1	1	 	 	 	 	000000001188
5560	1	 	2	30	10	 	0	1	1	1	B	2	0130	 	 	 	 	 	 	 	 	 	000000001191
5560	3	 	1	10	3	 	 	1	1	1	B	2	0110	 	 	 	 	 	 	 	 	 	000000001191
5560	1	2	1	10	6	 	0	1	1	2	B	2	0430	 	 	 	 	 	 	 	 	 	000000001193
5560	3	2	3	30	30	 	2	1	2	2	B	2	0800	 	 	 	 	 	 	 	 	 	000000001200
5560	2	2	1	20	9	 	0	1	1	2	B	2	0600	 	 	 	 	 	 	 	 	 	000000001202
5560	1	 	2	10	10	 	0	2	1	1	B	2	D	 	 	 	 	 	 	 	 	 	000000001207
5560	1	 	2	2	0	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001209
5560	1	2	2	20	26	 	0	1	1	2	B	2	0615	 	 	 	 	1	 	 	 	 	000000001211
5560	2	 	1	15	15	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001211
5560	1	2	1	25	6	 	0	1	1	2	B	2	0650	 	 	 	 	 	 	 	 	 	000000001214
5560	2	 	1	5	4	 	0	1	1	1	B	2	0830	 	 	 	 	 	 	 	 	 	000000001218
5560	1	 	2	20	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001220
5560	2	 	1	30	10	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001220
5560	1	 	1	30	20	 	0	R	1	1	B	2	R	 	 	 	 	 	 	 	 	 	000000001221
5560	1	 	1	20	9	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001230
5560	2	 	2	10	3	 	0	1	1	1	B	2	0830	 	 	 	 	 	 	 	 	 	000000001230
5560	3	3	3	35	20	 	0	1	1	2	B	2	0730	 	 	 	 	 	 	 	 	 	000000001237
5560	4	2	2	2	1	 	0	1	2	2	B	2	0630	 	 	 	 	 	 	 	 	 	000000001245
5560	5	 	11	1	0	 	40	1	1	B	B	2	0600	 	 	 	 	1	 	 	 	 	000000001245
5560	6	4	3	45	60	 	0	2	1	2	B	2	0700	 	 	 	 	 	 	 	 	 	000000001245
5560	8	2	1	15	6	 	0	2	1	2	B	2	0400	 	 	 	 	 	 	 	 	 	000000001245
5560	1	 	2	60	30	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000001247
5560	2	 	1	30	17	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001247
5560	1	 	3	15	4	 	0	1	1	1	B	2	0645	 	 	 	 	 	 	 	 	 	000000001249
5560	2	 	12	996	996	40	0	B	1	B	5	1	B	 	 	 	1	1	 	 	 	 	000000001249
5560	1	 	2	35	15	 	2	1	1	1	B	2	0715	 	 	 	 	 	 	 	 	 	000000001254
5560	2	 	1	60	14	 	2	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001274
5560	1	 	1	30	8	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001285
5560	2	 	1	70	70	 	0	1	2	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001285
5560	1	 	1	15	3	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001288
5560	1	3	2	50	30	 	0	2	2	2	B	2	0700	 	 	 	 	 	 	 	 	 	000000001290
5560	1	 	2	3	1	 	2	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001294
5560	2	 	1	60	20	 	2	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001294
5560	1	 	1	45	15	 	2	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000001296
5560	4	 	1	15	9	 	2	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000001296
5560	1	 	1	15	4	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001305
5560	1	 	1	15	10	 	0	1	1	1	B	2	0545	 	 	 	 	 	 	 	 	 	000000001307
5560	1	 	1	10	6	 	0	1	1	1	B	2	0815	 	 	 	 	 	 	 	 	 	000000001309
5560	1	 	2	30	18	 	2	1	1	1	B	2	0730	 	 	 	 	2	 	 	 	 	000000001323
5560	1	 	12	996	996	1	50	B	1	B	0	1	B	 	 	 	1	1	 	 	 	 	000000001325
5560	1	2	2	30	20	 	5	1	2	2	B	2	0600	 	 	 	 	 	 	 	 	 	000000001328
5560	2	 	2	45	40	 	0	2	1	1	B	2	0400	 	 	 	 	 	 	 	 	 	000000001328
5560	1	 	1	20	12	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001330
5560	1	 	1	15	7	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001335
5560	1	 	3	15	5	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001337
5560	2	 	3	5	2	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001337
5560	1	 	1	25	20	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001339
5560	1	 	1	15	15	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001341
5560	1	2	2	80	56	1	 	1	2	2	0	1	0400	 	 	 	 	 	 	 	 	 	000000001345
5560	5	2	1	80	56	 	 	1	2	2	B	2	0400	 	 	 	 	 	 	 	 	 	000000001345
5560	5	 	1	45	32	 	0	1	1	1	B	2	0800	 	 	 	 	2	 	 	 	 	000000001346
5560	1	 	1	5	1	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001355
5560	2	 	2	2	1	 	1	2	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000001355
5560	1	 	11	1	0	 	0	1	1	B	B	2	0658	 	 	 	 	 	 	 	 	 	000000001379
5560	1	 	1	15	5	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001383
5560	1	 	1	30	25	 	0	1	1	1	B	2	0700	 	 	 	 	 	 	 	 	 	000000001385
5560	2	 	1	20	10	 	0	1	1	1	B	2	0900	 	 	 	 	 	 	 	 	 	000000001385
5560	1	2	1	25	13	 	0	1	1	2	B	2	0600	 	 	 	 	2	 	 	 	 	000000001386
5560	4	2	1	30	16	 	0	D	1	2	B	2	D	 	 	 	2	2	 	 	 	 	000000001386
5560	5	2	1	45	24	 	0	D	1	2	B	2	D	 	 	 	2	2	 	 	 	 	000000001386
5560	1	 	1	20	15	 	0	2	1	1	B	2	0400	 	 	 	 	 	 	 	 	 	000000001391
5560	1	 	7	10	2	 	0	2	1	B	B	2	0245	 	 	 	 	 	 	 	 	 	000000001399
5560	2	 	4	30	15	 	0	2	1	B	B	2	0230	 	 	 	 	 	 	 	 	 	000000001399
5560	3	 	11	15	0	 	0	2	1	B	B	2	0100	 	 	 	 	 	 	 	 	 	000000001399
5560	2	 	7	15	15	 	0	1	1	B	B	2	0715	 	 	 	 	 	 	 	 	 	000000001407
5560	1	 	2	30	20	 	40	2	1	1	B	2	1200	 	 	 	 	 	 	 	 	 	000000001409
5560	5	 	3	10	10	 	2	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001413
5560	1	 	3	5	0	 	56	1	2	1	B	2	0300	 	 	 	 	 	 	 	 	 	000000001415
5560	2	 	1	15	11	 	0	1	1	1	B	2	0500	 	 	 	 	 	 	 	 	 	000000001415
5560	1	 	1	25	15	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001419
5560	1	 	1	10	4	 	0	1	1	1	B	2	1000	 	 	 	 	 	 	 	 	 	000000001427
5560	3	 	2	15	9	 	0	1	1	1	B	2	0930	 	 	 	 	 	 	 	 	 	000000001427
5560	1	 	1	5	1	 	0	1	1	1	B	2	0545	 	 	 	 	 	 	 	 	 	000000001438
5560	1	 	2	30	20	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001440
5560	2	 	1	10	5	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001440
5560	1	 	2	25	17	 	0	1	1	1	B	2	0800	 	 	 	 	 	 	 	 	 	000000001444
5560	2	 	1	10	3	 	0	1	1	1	B	2	0730	 	 	 	 	 	 	 	 	 	000000001444
5560	1	 	1	5	3	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001453
5560	1	 	2	15	20	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001455
5560	3	 	3	15	4	 	0	1	1	1	B	2	0600	 	 	 	 	 	 	 	 	 	000000001458
5560	4	 	1	15	4	 	0	1	1	1	B	2	1000	 	 	 	 	 	 	 	 	 	000000001458
5560	2	 	2	5	4	 	0	1	1	1	B	2	0630	 	 	 	 	 	 	 	 	 	000000001464
5560	2	2	2	10	5	 	2	1	1	2	B	2	0545	 	 	 	 	 	 	 	 	 	000000001466
